id,evidence,prediction,label
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,Inclusion criteria:,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  Locally recurrent or metastatic breast cancer, previously untreated with chemotherapy for advanced disease.",1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  At least 1 target lesion per RECIST criteria. Locally recurrent disease must not be amenable to resection with curative intent.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  No previous cytotoxic chemotherapy for locally recurrent/metastatic disease.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Relapse 12 months or more after completing prior adjuvant or neoadjuvant taxane therapy.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  No previous breast cancer known to overexpress or amplify the human epidermal growth factor receptor 2 gene.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  Prior hormonal therapy in adjuvant, recurrent, or metastatic setting allowed but must have been discontinued at least 2 weeks before randomization.",1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Karnofsky performance status of 80 to 100 or Eastern Cooperative Oncology Group performance status of 0 to 1.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Estimated life expectancy of at least 12 weeks.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  Recovery from recent therapy (except for alopecia), including chemotherapy, immunotherapy, biologic therapy, or investigational product. Any such therapy must have been completed at least 3 weeks before randomization and at least 6 weeks from use of nitrosourea, or mitomycin.",1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  Recovery from recent surgery and radiation therapy. At least 1 week since minor surgery and/or focal/palliative radiation therapy; at least 3 weeks from radiation; at least 4 weeks from major surgery; and at least 8 weeks from liver resection, thoracotomy, or neurosurgery.",0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Absolute neutrophil count 1500/mm^3.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Hemoglobin 9 g/dL.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  Platelets 100,000/mm^3.",0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Total bilirubin 1.5 times the upper limit of normal (ULN).,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Aspartate aminotransferase or alanine aminotransferase 2.5*ULN.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Normal partial thromboplastin time and either international normalized ratio or prothrombin time <1.5*ULN.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Serum creatinine 1.5*ULN or 24-hour creatinine clearance >60 mL/min.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  Urine dipstick for proteinuria <2+ (negative, trace, or +1). Participants with 2+ proteinuria at baseline were to undergo 24-hour urine collection and demonstrate 1g of protein in 24 hours to be eligible.",1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,Exclusion criteria:,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Women of child-bearing potential (WOCBP) unwilling or unable to use an acceptable method of birth control to avoid pregnancy for the entire study period and up to 6 months after treatment with bevacizumab.,1,1
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Women who were pregnant or breastfeeding.,1,1
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Women with a positive pregnancy test on enrollment or prior to study drug administration.,1,1
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  Sexually active fertile men, whose partners were WOCBP, not using an adequate method of birth control.",1,1
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Evidence of baseline sensory or motor neuropathy.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Serious infection or nonmalignant medical illnesses uncontrolled or the control of which could be jeopardized by this therapy.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  History of abdominal fistula, gastrointestinal perforation, intra-abdominal abscess, serious gastric ulcer, or bone fracture within 6 months of study entry.",1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  History of hypertensive crisis or hypertensive encephalopathy.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Significant vascular disease.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Clinically significant cardiovascular disease.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Baseline left ventricular ejection fraction by multiple-gated acquisition scan or echocardiogram for subjects with prior exposure to anthracyclines not within institutional normal limits.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Symptomatic peripheral vascular disease.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  History of high dose chemotherapy with bone marrow transplant or peripheral blood stem cell transplant within the previous 2 years.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Evidence of bleeding diathesis or coagulopathy.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Prior treatment with an epothilone or any antiangiogenic agent.,0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,"  Concurrent nonhealing wound, ulcer, or fracture.",0,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Any current or history of brain and/or leptomeningeal metastases. Psychiatric disorders or other conditions rendering the participant incapable of complying with the requirements of the protocol.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Any concurrent active malignancy other than nonmelanoma skin cancer or carcinoma in situ of the cervix.,1,0
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,  Known allergy to any of the study drugs or their excipients.,1,0
b5e896cf-e971-4fac-8dc6-a19e2c2d0a72,Inclusion Criteria:,1,1
b5e896cf-e971-4fac-8dc6-a19e2c2d0a72,"  Female patients with histologically/cytologically proven metastatic breast carcinoma (stage IV, or recurrent with local or regional spread or distant metastatic disease)",0,1
b5e896cf-e971-4fac-8dc6-a19e2c2d0a72,"  Adequate bone marrow, liver, and renal function",1,1
b5e896cf-e971-4fac-8dc6-a19e2c2d0a72,Exclusion Criteria:,1,1
b5e896cf-e971-4fac-8dc6-a19e2c2d0a72,  Adjuvant chemotherapy given in the past 12 months,0,1
b5e896cf-e971-4fac-8dc6-a19e2c2d0a72,  Uncontrolled brain metastases,0,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,Adverse Events 1:,1,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Total: 4/11 (36.36%),1,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Blood bilirubin increased 1/11 (9.09%),1,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Febrile neutropenia  [1]1/11 (9.09%),1,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Ejection fraction decreased 1/11 (9.09%),1,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Supraventricular and nodal arrhythmia::Sinus tachycardia 1/11 (9.09%),0,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Sepsis 1/11 (9.09%),1,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Lymphocyte count decreased 1/11 (9.09%),1,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Neutrophil count decreased 1/11 (9.09%),1,1
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,  Neutrophils/granulocytes (ANC/AGC) 1/11 (9.09%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,Adverse Events 1:,1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Total: 0/21 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,Adverse Events 1:,1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Total: 3/8 (37.50%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Anaemia 0/8 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Febrile neutropenia 0/8 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Polycythaemia 0/8 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Acute coronary syndrome 0/8 (0.00%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Vertigo 0/8 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Eyelid oedema 1/8 (12.50%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Constipation 0/8 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Diarrhoea 0/8 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Nausea 0/8 (0.00%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Stomatitis 0/8 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Upper gastrointestinal haemorrhage 0/8 (0.00%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Vomiting 0/8 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Chest pain 0/8 (0.00%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,Adverse Events 2:,1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Total: 2/6 (33.33%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Anaemia 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Febrile neutropenia 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Polycythaemia 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Acute coronary syndrome 0/6 (0.00%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Vertigo 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Eyelid oedema 0/6 (0.00%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Constipation 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Diarrhoea 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Nausea 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Stomatitis 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Upper gastrointestinal haemorrhage 0/6 (0.00%),1,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Vomiting 0/6 (0.00%),0,1
1bf99d45-84a7-41cb-8263-d1ccb489bc66,  Chest pain 1/6 (16.67%),1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,Inclusion Criteria:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Phase I and Phase II portions of the study:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  18 years of age or older,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Chronic pain with average 24 hour intensity rated at least 3 on a verbal numerical scale from 0-10 during the 24 hours prior to study entry.,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Give informed consent to participate in this study.,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Karnofsky Performance Score (KPS) >= to 80,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Negative urine pregnancy test, verified by the study nurse, at study entry (for women of child-bearing potential). Patients must also use a medically approved contraceptive method during the study period.",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Phase I only:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Responsible companion living with patient during study.,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Phase II only:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Group 1 -- Patients must be taking chronic opioid therapy (long acting morphine, long acting oxycodone, transdermal fentanyl) at a stable dose for a minimum of four days. The dose of as needed short acting opioid does not need to be stable.",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Group 2 -- Patients must not be receiving opioids and must have cancer related neuropathic pain secondary to post-chemotherapy peripheral neuropathy, post-radiation and/or post surgical plexopathy, radiculopathy or neuropathy, or post- herpetic neuralgia.",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,Exclusion Criteria:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Phase I and Phase II:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Known hypersensitivity to methadone,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Patient taking methadone or with a history of methadone treatment within one month of study enrollment.,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Patient that requires changes in the dose of one of the following medications within 2 weeks of study enrollment:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Abacavir,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Benzodiazepines,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Carbamazepine,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Efavirenz,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Fluconazole,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Fluvoxamine,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  FOS amprenavir,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Fosphenytoin,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Naltrexone,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Nelfinavir,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Nevirapine,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Phenytoin,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Rifampin,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Rifapentine,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Risperidone,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Ritonavir,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  St. John's Wort,",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Zidovudine,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Hepatic function tests (SGOT, alkaline phosphatase, bilirubin) greater than 2 times the upper limit of normal or creatinine greater than 1.4 within 30 days of study entry.",1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  Neurologic or psychiatric disease sufficient, in the investigator's opinion, to compromise data collection.",1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Women who are pregnant or nursing.,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Women of childbearing potential who do not agree to use a medically recognized method of contraception during the study period.,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,Inclusion Criteria:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  planned unilateral mastectomy with or without axillary dissection or sentinel node in the study period,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  informed signed consent,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,Exclusion Criteria:,1,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  Chronic/ongoing use of glucocorticoids (except inhalation therapy),0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  ongoing use of immunosuppressive therapy,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  insulin dependent diabetes,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  pregnancy/breastfeeding,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,"  allergies toward study medication, or medication in a standard treatment",0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  contralateral surgery (lumpectomy/mastectomy) at time of mastectomy,0,1
adfed785-8da6-4bf4-836f-2dfadf0510b6,  surgery cannot be performed,0,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,Outcome Measurement: ,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Percentage of Participants Demonstrating a Decrease in the Growth Factor Signature (GFS),1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  GFS was measured by microarray analysis of the entire 101 gene signature expression. The GFS is quantified as the change in gene expression between two separate samples collected from the same participant. A log (base 10) ratio of expression in the post-dose sample was generated relative to the reference in both the Up and DOWN arms of the gene signature. A log ratio value of zero indicated no change in the expression between the two samples. GFS was calculated as the mean log ratio of genes in the UP arm minus mean log ratio of genes in the Down arm. GFS was compared for paired samples (pre-dose and post-dose) by a T-statistic calculated as the GFS divided by its standard error. Responders to therapy had a T-statistic that was smaller than the threshold 1st percentile of student's T-distribution and were counted as having a decrease in GFS.,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Time frame: Up to 12 Days Post-dose,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,Results 1: ,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Arm/Group Title: ER-positive Luminal B (ER+),1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Arm/Group Description: ER-positive Luminal B participants received a single dose of dalotuzumab 20 mg/kg infused over 60-120 minutes.,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Overall Number of Participants Analyzed: 14,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Measure Type: Number,0,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Unit of Measure: Percentage of participants  28.6        (13.1 to 49.2),1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,Results 2: ,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Arm/Group Title: Triple Negative (TN),1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Arm/Group Description: Triple Negative participants received a single dose of dalotuzumab 20 mg/kg infused over 60-120 minutes.,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Overall Number of Participants Analyzed: 17,1,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Measure Type: Number,0,1
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,  Unit of Measure: Percentage of participants  17.6        (6.7 to 35.2),1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,INTERVENTION 1: ,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,  Radiation Therapy,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,  Women with any non-metastatic breast cancer status post lumpectomy to negative margins and who are receiving whole breast irradiation as per standard treatment plan.,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,  Radiation therapy: Patients will receive whole breast radiation therapy at a dose of 180-200 cGy per fraction for 23-27 fractions to a total dose of 4600 - 4860 cGy. Additional radiation to the lumpectomy bed (Boost) is at the discretion of the treating physician. The total dose to the tumor bed cannot exceed 6600 cGy.,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,INTERVENTION 1: ,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,  Enzastaurin + Fulvestrant QD + BID,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,"  Participants received Enzastaurin loading dose of 1125 mg, on Day 1 of Cycle 1 only then received Enzastaurin 500 mg orally (QD) once daily in a 28-day cycle.",1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,"  Participants received enzastaurin loading dose of 1125 mg, on Day 1 of Cycle 1 only then received Enzastaurin 250 mg orally (BID) twice daily in a 28-day cycle.",1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,  Fulvestrant was given intramuscularly at a loading dose of 500 mg on Day 1 and 250 mg on Day 15 in Cycle 1. Subsequent doses of Fulvestrant 250 mg were given on Day 1 of Cycle 2 and every 28 days thereafter.,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,.,0,1
2a0b1a83-299d-404d-96e5-67ee65173dde,INTERVENTION 2: ,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,  Enzastaurin + Fulvestrant BID,1,1
2a0b1a83-299d-404d-96e5-67ee65173dde,"  Participants received enzastaurin (250 mg; 2 tablets) or placebo administered orally twice daily (BID) in a 28-day cycle, until disease progression. Fulvestrant was given intramuscularly at a loading dose of 500 mg on Day 1 and 250 mg on Day 15 in Cycle 1. Subsequent doses of Fulvestrant 250 mg were given on Day 1 of Cycle 2 and every 28 days thereafter.",1,1
25cbaa44-4715-417b-9bd0-12fef06053b8,Adverse Events 1:,1,1
25cbaa44-4715-417b-9bd0-12fef06053b8,  Total: 2/35 (5.71%),0,1
25cbaa44-4715-417b-9bd0-12fef06053b8,  Gastroesophageal reflux disease * 1/35 (2.86%),0,1
25cbaa44-4715-417b-9bd0-12fef06053b8,  Ductal carcinoma in situ * 1/35 (2.86%),0,1
0f31bc6a-a228-49c2-afff-4177ef850272,Outcome Measurement: ,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Safety,0,1
0f31bc6a-a228-49c2-afff-4177ef850272,  By assessing the toxicity and will be graded following immunization with polyvalent vaccine in accordance with the NCI Common Toxicity Criteria 2.0.,0,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Time frame: 2 years,0,1
0f31bc6a-a228-49c2-afff-4177ef850272,Results 1: ,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Arm/Group Title: Vaccine,0,1
0f31bc6a-a228-49c2-afff-4177ef850272,"  Arm/Group Description: Patients receive Globo-H-GM2-Lewis-y-MUC1-32(aa)-sTn(c)-TF(c)-Tn(c)-KLH conjugate vaccine with QS21 adjuvant subcutaneously weekly on weeks 1, 2, 3, 7, and 19.",0,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Overall Number of Participants Analyzed: 13,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Measure Type: Number,0,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Unit of Measure: participants  13,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,Outcome Measurement: ,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Percentage of Subjects Able to Complete > 85% of the Planned Dose on Schedule,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Feasibility will be determined by evaluating the percentage of subjects able to complete the neoadjuvant portion of the study on time with > 85% of the protocol-specified dose.,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Time frame: From the start of treatment through the neoadjuvant treatment period (approximately 20 weeks),1,1
0f31bc6a-a228-49c2-afff-4177ef850272,Results 1: ,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Arm/Group Title: Neoadjuvant Therapy,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Arm/Group Description: Neoadjuvant therapy will consist of epirubicin (100 mg/m^2) + cyclophosphamide (600 mg/m^2) every 2 weeks for 4 cycles; followed by a 3-week break; followed by docetaxel (75 mg/m^2) every 2 weeks for 4 cycles + trastuzumab (6 mg/kg [loading dose] once then 4 mg/kg [maintenance dose]) every 2 weeks for 4 treatments.,0,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Overall Number of Participants Analyzed: 30,1,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Measure Type: Number,0,1
0f31bc6a-a228-49c2-afff-4177ef850272,  Unit of Measure: percentage of participants  60,1,1
bf3034ec-679a-42d1-9d24-69b51c602233,Inclusion Criteria:,1,1
bf3034ec-679a-42d1-9d24-69b51c602233,"  Male subjects aged greater than or equal to 18 years and female subjects who must be postmenopausal (at least 12 months consecutive amenorrheic or have had a bilateral oophorectomy or, if they have had a hysterectomy but with ovaries intact, then females must be age 55 or older and with postmenopausal follicle-stimulating hormone [FSH] levels).",1,1
bf3034ec-679a-42d1-9d24-69b51c602233,  Subject is a candidate for chemotherapy in the adjuvant setting.,1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Adjuvant therapy must begin within 84 days of the final surgical procedure for breast cancer.,0,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Histologically confirmed Stage I to II invasive breast cancer. Subjects may have more than one synchronous primary breast tumor.,1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Receptor Status:,0,0
bf3034ec-679a-42d1-9d24-69b51c602233,  HER2-normal as determined by a negative fluorescence in situ hybridization (FISH) result or 0 to 1+ by immunohistochemistry (IHC) staining result,0,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  ER-positive, node-negative or ER-positive Grade 1 or 2 node-positive breast cancer",1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  ECOG performance status of 0 or 1,1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Adequate renal function as evidenced by serum creatinine less than or equal to 1.5 mg/dL or calculated creatinine clearance greater than or equal to 50 mL/min per the Cockcroft and Gault formula,0,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  Adequate bone marrow function as evidenced by ANC greater than or equal to 1.5 x 10^9/L, hemoglobin greater than or equal to 10.0 g/dL, and platelet count greater than or equal to 100 x 10^9/L",0,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  Adequate liver function as evidenced by bilirubin less than or equal to 1.5 times the upper limits of normal (ULN) and alkaline phosphatase, alanine aminotransferase (ALT), and aspartate aminotransferase (AST) less than or equal to 3 x ULN",0,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  Male subjects must have had a successful vasectomy (confirmed azoospermia), or their female partners must not be of childbearing potential, or male subjects must agree to use and have their female partners use a highly effective method of contraception (e.g., total abstinence, an intrauterine device, a double-barrier method [such as condom plus diaphragm with spermicide] throughout the entire study period and for 30 days after study drug discontinuation..",1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Voluntary agreement to provide written informed consent and willingness and ability to comply with all aspects of the protocol,0,0
bf3034ec-679a-42d1-9d24-69b51c602233,Exclusion Criteria:,1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Stage III and IV invasive breast cancer,0,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  Prior chemotherapy, radiation therapy, immunotherapy or biotherapy for current breast cancer",1,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  Nonmalignant systemic disease (cardiovascular, renal, hepatic, etc) that would preclude any of the study therapy drugs",1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Subjects with a concurrently active second malignancy other than adequately treated nonmelanoma skin cancers or in situ cervical cancer,1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Subjects with pre-existing neuropathy greater than Grade 2,0,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Subjects with known positive human immunodeficiency virus (HIV) status,1,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  Females of childbearing potential. Females will be considered to be of childbearing potential unless they are postmenopausal (at least 12 months consecutive amenorrheic or have had a bilateral oophorectomy or, if they have had a hysterectomy but with ovaries intact, then females must be age 55 or older and with postmenopausal FSH levels).",1,0
bf3034ec-679a-42d1-9d24-69b51c602233,  Subjects with current gastrointestinal disease or other condition resulting in an inability to take or absorb oral medications,0,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  Subjects with known allergy or hypersensitivity to eribulin mesylate or its excipients, or to fluoropyrimidine therapy (with or without documented dihydropyrimidine dehydrogenase [DPD] deficiency)",1,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  A clinically significant electrocardiogram (ECG) abnormality, including a marked baseline prolongation of QT/QTc interval (time between the start of the Q wave and the end of the T wave/QT interval corrected for heart rate) (e.g., repeated demonstration of a QTc interval greater than 500 ms)",0,0
bf3034ec-679a-42d1-9d24-69b51c602233,"  Any medical or other condition which, in the opinion of the investigator, would preclude participation in a clinical trial",1,0
bf3034ec-679a-42d1-9d24-69b51c602233,Key Inclusion Criteria:,1,1
bf3034ec-679a-42d1-9d24-69b51c602233,"  - Women with locally advanced, recurrent, or metastatic breast cancer along with confirmation of estrogen-receptor positive (ER+). Measurable disease defined as at least one lesion  10 mm by CT or MRI that can be accurately measured in at least one dimension (CT scan slice thickness  5 mm) OR  Bone lesions: lytic or mixed (lytic + blastic) in the absence of measurable disease as defined above.",0,1
bf3034ec-679a-42d1-9d24-69b51c602233,  Key Exclusion Criteria:,1,0
